Source File,Heading,Heading Description,Subcategory,HS Code,HS Description
0101_2022e.pdf,01.01,"Live horses, asses, mules and hinnies.",Horses,0101.21,Pure-bred breeding animals
0101_2022e.pdf,01.01,"Live horses, asses, mules and hinnies.",Horses,0101.29,Other
0101_2022e.pdf,01.01,"Live horses, asses, mules and hinnies.",Horses,0101.30,Asses
0101_2022e.pdf,01.01,"Live horses, asses, mules and hinnies.",Horses,0101.90,Other
0101_2022e.pdf,01.02,Live bovine animals.,Cattle,0102.21,Pure-bred breeding animals
0101_2022e.pdf,01.02,Live bovine animals.,Cattle,0102.29,Other
0101_2022e.pdf,01.02,Live bovine animals.,Buffalo,0102.31,Pure-bred breeding animals
0101_2022e.pdf,01.02,Live bovine animals.,Buffalo,0102.39,Other
0101_2022e.pdf,01.02,Live bovine animals.,Buffalo,0102.90,Other
0101_2022e.pdf,01.03,Live swine.,,0103.10,Pure-bred breeding animals
0101_2022e.pdf,01.03,Live swine.,Other,0103.91,Weighing less than 50 kg
0101_2022e.pdf,01.03,Live swine.,Other,0103.92,Weighing 50 kg or more
0101_2022e.pdf,01.04,Live sheep and goats.,,0104.10,Sheep
0101_2022e.pdf,01.04,Live sheep and goats.,,0104.20,Goats
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Weighing not more than 185 g,0105.11,Fowls of the species Gallus domesticus
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Weighing not more than 185 g,0105.12,Turkeys
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Weighing not more than 185 g,0105.13,Ducks
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Weighing not more than 185 g,0105.14,Geese
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Weighing not more than 185 g,0105.15,Guinea fowls
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Other,0105.94,Fowls of the species Gallus domesticus
0101_2022e.pdf,01.05,"Live poultry, that is to say, fowls of the species Gallus domesticus,",Other,0105.99,Other
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.11,Primates
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.12,"Whales, dolphins and porpoises (mammals of the order"
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.13,Camels and other camelids (Camelidae)
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.14,Rabbits and hares
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.19,Other
0101_2022e.pdf,01.06,Other live animals.,Mammals,0106.20,Reptiles (including snakes and turtles)
0101_2022e.pdf,01.06,Other live animals.,Birds,0106.31,Birds of prey
0101_2022e.pdf,01.06,Other live animals.,Birds,0106.32,"Psittaciformes (including parrots, parakeets, macaws and"
0101_2022e.pdf,01.06,Other live animals.,Birds,0106.33,Ostriches; emus (Dromaius novaehollandiae)
0101_2022e.pdf,01.06,Other live animals.,Birds,0106.39,Other
0101_2022e.pdf,01.06,Other live animals.,Insects,0106.41,Bees
0101_2022e.pdf,01.06,Other live animals.,Insects,0106.49,Other
0101_2022e.pdf,01.06,Other live animals.,Insects,0106.90,Other
0102_2022e.pdf,02.01,"Meat of bovine animals, fresh or chilled.",,0201.10,Carcasses and half-carcasses
0102_2022e.pdf,02.01,"Meat of bovine animals, fresh or chilled.",,0201.20,Other cuts with bone in
0102_2022e.pdf,02.01,"Meat of bovine animals, fresh or chilled.",,0201.30,Boneless
0102_2022e.pdf,02.02,"Meat of bovine animals, frozen.",,0202.10,Carcasses and half-carcasses
0102_2022e.pdf,02.02,"Meat of bovine animals, frozen.",,0202.20,Other cuts with bone in
0102_2022e.pdf,02.02,"Meat of bovine animals, frozen.",,0202.30,Boneless
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Fresh or chilled,0203.11,Carcasses and half-carcasses
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Fresh or chilled,0203.12,"Hams, shoulders and cuts thereof, with bone in"
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Fresh or chilled,0203.19,Other
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Frozen,0203.21,Carcasses and half-carcasses
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Frozen,0203.22,"Hams, shoulders and cuts thereof, with bone in"
0102_2022e.pdf,02.03,"Meat of swine, fresh, chilled or frozen.",Frozen,0203.29,Other
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.",,0204.10,"Carcasses and half-carcasses of lamb, fresh or chilled"
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, fresh or chilled",0204.21,Carcasses and half-carcasses
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, fresh or chilled",0204.22,Other cuts with bone in
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, fresh or chilled",0204.23,Boneless
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, fresh or chilled",0204.30,"Carcasses and half-carcasses of lamb, frozen"
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, frozen",0204.41,Carcasses and half-carcasses
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, frozen",0204.42,Other cuts with bone in
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, frozen",0204.43,Boneless
0102_2022e.pdf,02.04,"Meat of sheep or goats, fresh, chilled or frozen.","Other meat of sheep, frozen",0204.50,Meat of goats
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,",,0206.10,"Of bovine animals, fresh or chilled"
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of bovine animals, frozen",0206.21,Tongues
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of bovine animals, frozen",0206.22,Livers
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of bovine animals, frozen",0206.29,Other
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of bovine animals, frozen",0206.30,"Of swine, fresh or chilled"
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of swine, frozen",0206.41,Livers
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of swine, frozen",0206.49,Other
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of swine, frozen",0206.80,"Other, fresh or chilled"
0102_2022e.pdf,02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses,","Of swine, frozen",0206.90,"Other, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of fowls of the species Gallus domesticus,0207.11,"Not cut in pieces, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of fowls of the species Gallus domesticus,0207.12,"Not cut in pieces, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of fowls of the species Gallus domesticus,0207.13,"Cuts and offal, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of fowls of the species Gallus domesticus,0207.14,"Cuts and offal, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of turkeys,0207.24,"Not cut in pieces, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of turkeys,0207.25,"Not cut in pieces, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of turkeys,0207.26,"Cuts and offal, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of turkeys,0207.27,"Cuts and offal, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of ducks,0207.41,"Not cut in pieces, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of ducks,0207.42,"Not cut in pieces, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of ducks,0207.43,"Fatty livers, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of ducks,0207.44,"Other, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of ducks,0207.45,"Other, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.51,"Not cut in pieces, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.52,"Not cut in pieces, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.53,"Fatty livers, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.54,"Other, fresh or chilled"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.55,"Other, frozen"
0102_2022e.pdf,02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh,",Of geese,0207.60,Of guinea fowls
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.10,Of rabbits or hares
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.30,Of primates
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.40,"Of whales, dolphins and porpoises (mammals of the order"
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.50,Of reptiles (including snakes and turtles)
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.60,Of camels and other camelids (Camelidae)
0102_2022e.pdf,02.08,"Other meat and edible meat offal, fresh, chilled or frozen.",,0208.90,Other
0102_2022e.pdf,02.09,"Pig fat, free of lean meat, and poultry fat, not rendered or",,0209.10,Of pigs
0102_2022e.pdf,02.09,"Pig fat, free of lean meat, and poultry fat, not rendered or",,0209.90,Other
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;",Meat of swine,0210.11,"Hams, shoulders and cuts thereof, with bone in"
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;",Meat of swine,0210.12,Bellies (streaky) and cuts thereof
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;",Meat of swine,0210.19,Other
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;",Meat of swine,0210.20,Meat of bovine animals
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;","Other, including edible flours and meals of meat or meat offal",0210.91,Of primates
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;","Other, including edible flours and meals of meat or meat offal",0210.92,"Of whales, dolphins and porpoises (mammals of the order"
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;","Other, including edible flours and meals of meat or meat offal",0210.93,Of reptiles (including snakes and turtles)
0102_2022e.pdf,02.10,"Meat and edible meat offal, salted, in brine, dried or smoked;","Other, including edible flours and meals of meat or meat offal",0210.99,Other
0103_2022e.pdf,03.01,Live fish.,Ornamental fish,0301.11,Freshwater
0103_2022e.pdf,03.01,Live fish.,Ornamental fish,0301.19,Other
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.91,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki,"
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.92,Eels (Anguilla spp.)
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.93,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,"
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.94,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus"
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.95,Southern bluefin tunas (Thunnus maccoyii)
0103_2022e.pdf,03.01,Live fish.,Other live fish,0301.99,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.11,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki,"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.13,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha,"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.14,Atlantic salmon (Salmo salar) and Danube salmon (Hucho
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.19,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.21,"Halibut (Reinhardtius hippoglossoides, Hippoglossus"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.22,Plaice (Pleuronectes platessa)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.23,Sole (Solea spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.24,Turbots (Psetta maxima)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.29,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.31,Albacore or longfinned tunas (Thunnus alalunga)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.32,Yellowfin tunas (Thunnus albacares)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.33,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.34,Bigeye tunas (Thunnus obesus)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.35,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.36,Southern bluefin tunas (Thunnus maccoyii)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.39,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.41,"Herrings (Clupea harengus, Clupea pallasii)"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.42,Anchovies (Engraulis spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.43,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.44,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.45,Jack and horse mackerel (Trachurus spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.46,Cobia (Rachycentron canadum)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.47,Swordfish (Xiphias gladius)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.49,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.51,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.52,Haddock (Melanogrammus aeglefinus)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.53,Coalfish (Pollachius virens)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.54,"Hake (Merluccius spp., Urophycis spp.)"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.55,Alaska Pollock (Theragra chalcogramma)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.56,"Blue whitings (Micromesistius poutassou, Micromesistius"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.59,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.71,Tilapias (Oreochromis spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.72,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.73,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.74,Eels (Anguilla spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.79,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.81,Dogfish and other sharks
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.82,Rays and skates (Rajidae)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.83,Toothfish (Dissostichus spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.84,Seabass (Dicentrarchus spp.)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.85,Seabream (Sparidae)
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.89,Other
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.91,"Livers, roes and milt"
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.92,Shark fins
0103_2022e.pdf,03.02,"Fish, fresh or chilled, excluding fish fillets and other fish meat of",,0302.99,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.11,Sockeye salmon (red salmon) (Oncorhynchus nerka)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.12,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.13,Atlantic salmon (Salmo salar) and Danube salmon (Hucho
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.14,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.19,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.23,Tilapias (Oreochromis spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.24,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.25,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.26,Eels (Anguilla spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.29,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.31,"Halibut (Reinhardtius hippoglossoides, Hippoglossus"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.32,Plaice (Pleuronectes platessa)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.33,Sole (Solea spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.34,Turbots (Psetta maxima)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.39,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.41,Albacore or longfinned tunas (Thunnus alalunga)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.42,Yellowfin tunas (Thunnus albacares)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.43,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.44,Bigeye tunas (Thunnus obesus)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.45,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.46,Southern bluefin tunas (Thunnus maccoyii)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.49,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.51,"Herrings (Clupea harengus, Clupea pallasii)"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.53,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.54,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.55,Jack and horse mackerel (Trachurus spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.56,Cobia (Rachycentron canadum)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.57,Swordfish (Xiphias gladius)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.59,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.63,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.64,Haddock (Melanogrammus aeglefinus)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.65,Coalfish (Pollachius virens)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.66,"Hake (Merluccius spp., Urophycis spp.)"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.67,Alaska Pollock (Theragra chalcogramma)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.68,"Blue whitings (Micromesistius poutassou, Micromesistius"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.69,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.81,Dogfish and other sharks
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.82,Rays and skates (Rajidae)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.83,Toothfish (Dissostichus spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.84,Seabass (Dicentrarchus spp.)
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.89,Other
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.91,"Livers, roes and milt"
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.92,Shark fins
0103_2022e.pdf,03.03,"Fish, frozen, excluding fish fillets and other fish meat of heading",,0303.99,Other
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",,0304.31,Tilapias (Oreochromis spp.)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",,0304.32,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",,0304.33,Nile Perch (Lates niloticus)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",,0304.39,Other
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.41,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha,"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.42,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.43,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.44,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae,"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.45,Swordfish (Xiphias gladius)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.46,Toothfish (Dissostichus spp.)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.47,Dogfish and other sharks
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.48,Rays and skates (Rajidae)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,",Fresh or chilled fillets of other fish,0304.49,Other
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.51,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.52,Salmonidae
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.53,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae,"
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.54,Swordfish (Xiphias gladius)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.55,Toothfish (Dissostichus spp.)
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.56,Dogfish and other sharks
0103_2022e.pdf,03.04,"Fish fillets and other fish meat (whether or not minced), fresh,","Other, fresh or chilled",0304.57,Rays and skates (Rajidae)
